,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
P0309664,5,3,0,3,1,1,1,0,0,1,0,1,1,0,1,0,1,1
P0309737,1,8,2,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
P0309995,1,3,6,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1
P0310309,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0310458,2,1,9,3,0,1,1,1,0,0,0,1,0,0,1,0,1,0
P0310989,1,2,3,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
P0311048,2,1,6,4,1,1,1,1,1,1,1,0,1,0,0,1,1,1
P0311275,4,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
P0311286,1,8,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
P0311445,1,2,3,2,1,1,1,1,0,1,1,1,1,0,0,1,1,0
P0311646,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
P0311727,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0311862,1,8,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0312224,8,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
P0312809,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
P0312854,1,5,2,3,1,1,0,0,0,0,1,0,1,0,1,0,1,0
P0312937,1,6,9,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
P0313082,9,3,5,6,1,1,0,1,0,0,0,0,1,0,0,0,1,0
P0313531,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0313626,2,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
P0313782,2,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0314014,1,8,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
P0314115,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0314233,3,2,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0314422,2,3,4,2,1,1,1,1,0,0,1,1,1,0,1,1,0,1
P0314645,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0314746,3,2,4,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0
P0314906,2,4,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P0314994,2,1,4,2,1,0,0,1,1,1,1,0,0,0,0,1,0,0
P0315664,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
P0315926,2,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0315938,1,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0316415,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0
P0316485,4,8,10,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
P0316674,1,2,3,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0
P0316866,3,8,7,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
P0317093,1,2,6,4,1,1,1,0,0,0,0,0,1,0,1,0,0,0
P0317117,9,8,1,2,0,0,1,1,1,0,1,1,0,1,1,0,0,1
P0317201,1,8,4,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1
P0317584,1,3,2,2,1,0,0,1,1,1,1,1,1,0,1,1,0,1
P0317848,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
P0318034,1,2,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1
P0318044,2,1,5,2,1,1,1,0,0,0,1,1,1,1,0,1,1,1
P0318217,1,2,3,3,1,1,0,1,0,0,1,0,0,0,0,1,0,0
P0318335,3,2,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
P0318555,2,9,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
P0318713,1,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
P0318722,1,3,2,2,0,1,1,1,0,0,1,0,1,1,1,0,1,0
P0318772,1,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
P0318788,1,2,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1
P0318796,1,9,8,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0
P0319154,1,2,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
P0319213,4,11,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
P0319223,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0319369,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1
P0319409,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
P0319521,1,5,4,2,0,1,1,0,1,1,1,1,0,0,1,1,1,0
P0319624,1,2,6,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1
P0319842,4,3,8,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0
P0319905,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0320143,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
P0320405,4,3,11,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
P0320583,1,3,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0
P0320598,2,1,0,3,1,1,1,0,0,0,1,0,1,0,0,0,1,1
P0320697,3,2,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
P0320982,2,1,8,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0321218,9,1,8,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0
P0321491,2,4,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0
P0321625,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
P0322023,1,2,8,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
P0322032,1,8,3,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
P0322287,11,2,7,5,0,0,1,0,0,1,1,0,0,0,0,1,0,0
P0322383,1,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0322517,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0323234,1,2,9,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0
P0323329,1,2,6,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1
P0323799,2,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
P0324177,1,2,3,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
P0324445,2,1,6,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
P0324511,4,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0324597,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0324758,3,1,8,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1
P0324776,1,6,0,2,0,1,1,1,0,0,1,0,0,0,1,1,1,0
P0324959,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
P0325058,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
P0325259,1,8,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
P0325261,1,8,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
P0325356,1,3,4,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
P0325468,2,9,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
P0325751,1,3,4,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
P0325782,3,8,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0
P0325819,2,1,6,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0
P0326327,1,10,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
P0326843,2,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0326980,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P0326988,1,2,4,3,1,1,1,0,0,1,1,0,0,1,1,1,0,1
P0327009,1,2,6,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0
P0327127,1,2,6,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
P0327169,3,8,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
P0327180,3,1,6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
P0327284,3,10,2,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0
P0327554,3,1,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
P0327598,1,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
P0327927,8,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P0328091,1,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
P0328151,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0328221,4,8,9,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0
P0328233,3,8,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
P0328262,3,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
P0328615,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
P0328629,1,2,6,3,1,1,1,1,0,0,1,0,0,1,0,1,1,1
P0328800,10,6,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
P0328962,2,1,8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0329111,1,2,3,5,1,1,1,0,0,0,1,0,0,1,0,1,1,1
P0329219,4,8,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1
P0329266,3,9,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
P0329383,8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
P0329413,1,3,9,4,0,1,1,1,0,0,1,1,0,0,0,1,1,1
P0329457,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P0329576,8,9,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
P0329639,2,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0329888,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
P0329919,1,2,4,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
P0330028,3,1,4,2,1,0,0,1,1,1,1,1,1,0,0,0,1,1
P0330214,3,1,4,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0
P0330366,8,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
P0330427,1,2,3,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0
P0330901,2,10,9,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
P0331035,1,2,8,4,1,1,1,0,0,0,0,0,1,1,1,0,1,1
P0331222,3,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0331295,3,8,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
P0331473,3,4,8,3,1,1,0,1,1,1,0,0,1,0,1,1,0,0
P0332154,8,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
P0332185,9,4,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0
P0332258,3,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
P0332374,8,9,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0
P0332422,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0332432,2,1,9,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1
P0332591,1,2,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0333173,3,8,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
P0333243,1,2,7,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
P0333381,4,5,3,5,0,0,1,0,0,1,0,1,1,0,0,0,0,0
P0333634,4,2,0,2,1,0,0,1,1,1,1,0,1,0,0,0,1,0
P0333903,2,1,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P0334003,2,8,9,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
P0334011,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0334092,8,3,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
P0334188,2,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1
P0334430,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
P0334606,1,2,0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0
P0334629,1,3,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
P0334751,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
P0334826,1,2,3,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1
P0334847,3,9,4,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0
P0334882,8,2,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
P0334889,1,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
P0335430,1,2,3,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1
P0335564,8,2,3,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
P0335658,1,6,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
P0335694,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0335730,1,4,9,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0
P0335763,2,3,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0
P0335942,2,3,9,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
P0336081,1,5,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
P0336435,3,1,8,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
P0336456,1,11,2,2,0,1,0,1,1,0,1,1,0,0,0,0,1,1
P0336522,1,4,3,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
P0336693,2,7,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
P0336811,1,6,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
P0336853,2,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P0336859,1,2,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0
P0337221,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0337256,2,3,10,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0
P0337552,3,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
P0337797,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0338151,4,2,3,2,0,0,1,0,1,1,1,0,0,0,1,0,0,0
P0338236,1,4,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
P0338291,2,9,8,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
P0338402,2,1,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1
P0338513,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0
P0338683,2,0,0,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1
P0338979,9,2,3,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1
P0339840,4,8,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
P0339856,8,9,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0
P0339938,8,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0
P0340019,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P0340287,3,6,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0
P0340354,1,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
P0340437,1,9,7,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1
P0340560,1,2,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,1
P0340965,5,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
P0341074,7,1,5,3,1,0,1,0,1,0,1,1,0,0,0,0,0,1
P0341317,1,2,3,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0
P0341597,8,9,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
P0341654,2,1,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
P0341682,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
P0341714,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0341804,3,4,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
P0342229,3,1,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
P0342309,2,8,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
P0342455,3,4,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
P0342654,9,7,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
P0342671,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0342847,2,1,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1
P0342900,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0343161,4,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
P0343478,2,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0343486,3,2,9,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
P0343815,3,2,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
P0343871,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0344276,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
P0344404,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
P0344466,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0
P0344643,6,10,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
P0344915,2,1,3,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0
P0345053,2,8,9,4,1,0,0,1,0,1,0,0,1,0,0,0,0,1
P0345057,3,2,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0345284,2,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P0345307,1,3,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
P0345376,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0345431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0345546,1,6,2,3,1,1,1,0,0,0,1,0,0,1,0,1,1,0
P0345794,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
P0346035,3,8,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
P0346100,3,7,8,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
P0346190,2,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0
P0346283,2,1,3,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1
P0346621,2,1,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
P0346791,2,1,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
P0346838,1,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P0346928,4,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
P0347131,1,4,2,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
P0347811,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
P0347870,2,7,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0
P0348316,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0348329,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
P0348475,8,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0348507,1,3,9,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0
P0348541,2,1,6,3,1,1,0,0,0,0,1,0,0,0,0,1,1,0
P0348830,3,8,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
P0349418,8,4,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
P0349447,1,6,3,2,1,1,1,1,0,0,0,0,0,0,1,0,1,0
P0349595,1,2,9,3,1,0,1,0,0,1,1,0,1,0,0,1,1,1
P0349798,1,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
P0349937,2,8,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
P0349973,2,3,4,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
P0350251,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0350351,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0350491,3,8,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
P0350500,1,2,3,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1
P0350516,8,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P0350660,3,10,1,4,1,1,1,0,0,0,1,1,1,0,0,1,0,0
P0350689,8,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
P0350772,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0350973,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
P0351077,1,0,0,2,1,1,1,0,0,0,1,1,1,1,1,1,0,1
P0351309,2,1,8,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1
P0351311,2,3,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0
P0351710,7,3,8,3,1,1,1,1,1,0,1,0,1,1,1,1,1,1
P0351735,3,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
P0351904,9,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
P0352006,1,2,3,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
P0352009,3,4,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
P0352539,3,1,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
P0352794,997,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P0352799,2,4,3,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
P0352914,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0353079,2,9,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0
P0353111,8,4,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
P0353129,1,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
P0353268,7,9,3,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
P0353422,2,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
P0353473,3,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
P0353792,2,3,6,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
P0353865,2,8,3,2,1,0,1,1,0,0,0,1,1,1,0,0,0,0
P0353924,2,9,10,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0
P0354221,2,1,4,4,1,1,1,0,1,1,1,0,0,1,0,0,0,1
P0354710,2,5,0,3,1,1,0,0,0,0,1,0,0,0,0,1,0,1
P0355125,4,1,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P0355144,1,2,0,3,1,1,1,1,0,0,1,1,0,0,1,0,1,0
P0355264,8,9,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
P0355306,2,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P0355330,1,2,6,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1
P0355769,3,9,8,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1
P0355782,2,1,9,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
P0355799,1,2,3,5,1,0,0,1,0,1,1,1,1,0,1,0,1,0
P0355834,9,4,2,3,1,1,0,1,1,0,1,0,0,0,1,0,1,0
P0355975,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0356504,1,2,3,2,1,1,1,1,0,0,1,0,1,1,0,1,1,0
P0356618,1,2,5,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0
P0356627,3,2,8,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
P0356805,3,1,4,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0
P0357244,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0
P0357300,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
P0357312,1,8,2,3,1,0,0,1,0,0,1,0,0,1,1,1,0,0
P0357385,6,7,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
P0357522,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P0357527,9,4,10,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0
P0357704,3,2,8,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
P0357827,7,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
P0358150,1,3,2,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
P0358156,1,5,2,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0
P0358171,8,3,9,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
P0358303,2,3,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0
P0358443,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P0358779,1,2,9,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0
P0358833,9,8,7,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
P0358895,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,1,1,0
P0358909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P0359025,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0359319,1,3,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
P0359361,2,1,8,3,1,0,1,1,0,0,1,0,0,0,0,0,1,0
P0359418,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
P0359549,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
P0359550,2,3,8,2,1,1,1,1,0,0,1,1,1,0,1,0,0,1
P0359672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P0359773,4,3,8,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
P0359842,4,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
P0360066,2,8,10,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
P0360202,1,2,0,3,1,1,0,0,0,0,1,1,0,1,0,0,1,0
P0360459,8,2,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0
P0360550,2,1,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1
P0360776,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
P0360809,1,6,8,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
P0361059,1,7,2,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
P0361588,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
P0361594,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
P0361749,4,3,1,2,1,1,1,1,0,1,1,0,1,0,1,0,0,0
P0362344,4,6,10,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
P0362628,10,1,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
P0362799,3,10,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
P0363287,4,9,2,2,1,1,0,1,0,0,1,0,1,0,0,1,1,1
P0363313,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P0363504,1,4,6,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
P0363590,9,2,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
P0363597,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P0363638,8,3,2,3,1,0,0,0,1,1,1,0,1,0,0,0,1,0
