,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
H0069627,1,2,6,2,1,1,1,1,0,0,1,0,0,1,0,1,0,1
H0069698,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1
H0069820,1,4,3,3,0,0,1,0,0,1,1,0,0,0,0,1,0,0
H0069849,8,2,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0069970,1,8,7,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
H0070387,1,4,8,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
H0070412,1,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
H0070644,2,8,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
H0070912,3,1,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
H0070946,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
H0071321,2,3,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1
H0071582,3,9,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
H0072049,1,4,2,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0
H0072620,2,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
H0072950,1,3,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
H0073018,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0073747,1,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
H0073825,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0074271,1,3,2,2,1,0,0,0,1,0,1,1,1,0,1,0,0,1
H0074568,1,2,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
H0074632,1,8,9,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0
H0074729,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
H0075253,2,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0075501,2,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0075542,2,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
H0075587,2,1,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1
H0075647,3,2,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
H0075965,2,3,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
H0075969,4,8,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
H0076037,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
H0076178,1,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
H0076241,1,7,9,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
H0076276,3,8,2,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0
H0076452,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0
H0076488,8,3,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
H0076510,1,3,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
H0076588,4,3,8,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0
H0076642,8,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
H0077424,4,1,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0
H0077477,3,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
H0077644,2,3,9,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0
H0077668,1,6,2,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
H0077888,1,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
H0077914,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H0078169,2,1,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
H0078215,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
H0078231,2,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
H0078277,3,2,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
H0078314,8,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
H0078405,9,1,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
H0078610,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
H0078771,4,1,3,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
H0078883,1,2,8,2,1,1,1,1,0,0,1,0,1,0,1,1,1,0
H0078941,3,8,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
H0079099,2,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
H0079108,3,8,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0
H0079424,9,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0079482,1,5,6,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1
H0079711,8,3,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
H0080319,9,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
H0080398,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0081538,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H0081563,1,3,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
H0081570,3,9,1,2,1,1,1,1,0,0,1,0,0,1,0,1,1,0
H0081594,8,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0081952,2,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0082652,3,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
H0083115,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0083257,8,3,4,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
H0083673,3,4,1,2,1,0,1,1,0,1,0,0,1,0,0,0,0,1
H0084111,2,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
H0084124,1,3,9,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
H0084581,1,2,8,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H0084824,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0
H0085014,9,1,8,2,1,1,0,0,0,0,1,0,1,1,1,1,1,0
H0085165,3,2,8,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0
H0085523,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H0085557,3,2,6,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
H0085672,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0085701,8,4,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
H0087143,10,2,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0
H0087428,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
H0087503,2,8,3,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
H0087738,2,1,9,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
H0088724,8,5,1,3,1,0,0,0,0,0,1,0,1,1,0,1,1,0
H0088987,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
H0089090,8,3,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
H0089324,1,3,2,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
H0089516,1,6,2,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0
H0089589,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0089627,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
H0089976,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0090097,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
H0091012,6,4,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
H0092031,2,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0092529,3,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
H0092689,3,8,4,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0
H0092895,1,3,2,3,1,1,0,1,1,0,1,1,0,0,1,1,0,1
H0092993,1,2,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
H0093272,7,8,6,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0
H0093311,1,2,9,6,0,1,0,0,0,0,1,1,0,0,0,1,0,0
H0093647,1,2,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
H0093702,2,1,8,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0
H0093744,2,1,8,2,1,1,1,0,1,0,0,1,1,1,1,1,0,0
H0093939,1,2,6,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1
H0093943,2,8,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
H0094871,9,8,1,2,1,0,1,1,0,0,1,1,1,1,0,0,0,1
H0095056,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0095111,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
H0095178,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0095277,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
H0095318,1,3,8,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0
H0095325,1,2,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0095445,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
H0095542,1,2,3,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
H0096225,3,1,2,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0
H0096282,8,9,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
H0096799,1,2,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
H0096913,4,11,3,2,1,0,1,1,1,1,1,0,1,0,1,0,0,1
H0097094,2,1,8,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1
H0097741,2,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
H0098081,8,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
H0098257,10,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0098261,1,7,0,3,0,0,0,1,1,0,1,0,1,0,0,0,1,1
H0098335,1,3,2,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0
H0098503,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H0098803,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H0099062,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0099118,9,8,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
H0099320,1,8,9,4,1,1,1,1,0,0,1,0,1,1,0,0,0,1
H0099451,3,8,1,3,0,0,0,1,0,0,1,0,0,1,0,1,1,0
H0099518,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H0099776,4,3,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
H0099794,2,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H0099902,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
H0099915,2,11,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
H0099929,5,8,2,2,1,0,1,1,1,1,1,1,1,0,0,0,1,1
H0100141,2,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0100296,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
H0100637,2,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
H0100713,3,8,2,2,1,0,1,1,0,1,1,1,1,0,0,1,0,1
H0101127,1,9,8,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1
H0101165,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
H0101283,2,1,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
H0101361,3,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0101376,9,8,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
H0101680,2,8,4,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
H0101706,1,2,8,3,1,1,0,0,1,0,1,0,1,0,1,0,1,0
H0101982,9,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0102034,1,3,4,2,0,1,1,1,1,0,1,1,0,0,0,0,1,1
H0102553,2,9,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
H0102651,1,2,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
H0102711,8,1,3,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
H0102811,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0102814,3,1,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
H0102856,8,9,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
H0102864,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
H0103056,1,6,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,1
H0103063,8,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
H0103267,9,8,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
H0103373,2,8,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
H0103386,11,2,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
H0103457,3,2,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
H0103523,3,8,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0
H0103547,1,2,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
H0103717,1,3,8,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0
H0103733,1,3,2,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1
H0103881,1,2,3,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
H0103975,3,2,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
H0104071,3,8,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
H0104073,3,4,6,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
H0104540,2,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0104770,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
H0105029,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1
H0105078,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
H0105123,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
H0105191,8,9,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
H0105209,8,1,2,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0
H0105267,3,10,2,2,1,1,1,1,0,0,1,1,1,0,0,0,1,1
H0105443,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H0105477,4,8,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
H0105523,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
H0105543,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0105614,3,9,11,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
H0105697,3,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
H0105724,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
H0105727,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
H0105812,1,8,9,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1
H0105887,3,4,2,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
H0106103,3,8,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
H0106364,2,1,9,3,1,0,1,1,1,0,1,0,1,0,1,1,1,1
H0106394,1,9,3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
H0106481,1,3,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1
H0106716,1,2,9,4,1,1,1,1,0,0,1,0,1,0,0,0,1,1
H0106732,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
H0106749,4,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
H0106758,1,2,9,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0
H0106958,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
H0108046,1,8,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0
H0108368,3,1,0,2,0,0,1,0,0,0,1,1,1,0,0,1,0,0
H0108520,1,2,6,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1
H0108568,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0108579,1,2,8,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
H0108671,1,2,4,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0
H0109183,2,3,6,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1
H0109280,4,2,9,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
H0109433,1,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1
H0109590,7,4,5,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0
H0109740,1,9,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
H0109749,1,8,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0109753,1,8,7,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
H0109777,3,2,8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
H0109809,3,4,2,2,1,1,0,1,0,1,0,1,1,0,0,1,1,0
H0109908,8,3,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
H0110223,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
H0110416,1,9,8,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0
H0110431,9,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H0110539,2,3,1,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0
H0111170,2,1,9,5,1,1,1,0,0,0,0,0,0,1,1,1,1,1
H0111177,3,1,10,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0
H0111230,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0111267,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H0111365,4,5,3,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0
H0111504,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
H0112007,2,1,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
H0112126,1,5,9,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
H0112234,2,1,9,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1
H0112574,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0112677,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
H0112769,2,4,6,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1
H0112838,1,6,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
H0112924,1,3,2,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
H0112978,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
H0112991,2,8,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0
H0113058,1,6,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
H0113396,3,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
H0113744,3,2,9,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
H0113822,1,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
H0113875,1,3,10,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
H0113908,5,7,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
H0113993,1,2,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1
H0114204,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0114279,2,3,1,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0
H0114459,8,3,9,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1
H0114518,8,4,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0
H0114669,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0114855,1,3,4,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0
H0114978,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H0115383,5,8,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
H0115455,3,1,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
H0115567,4,8,3,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
H0115728,2,3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
H0115904,1,3,2,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
H0115990,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
H0116193,6,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
H0117126,3,8,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
H0117264,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
H0117702,1,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
H0118063,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0118065,8,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
H0118148,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0118207,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
H0118220,1,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1
H0118698,1,2,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0
H0118704,3,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0
H0118706,2,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
H0118743,1,3,9,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1
H0118910,4,8,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
H0118970,4,1,2,3,1,1,0,0,1,1,1,1,0,1,1,0,0,0
H0118981,2,8,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0
H0119007,1,2,3,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
H0119196,3,9,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0
H0119310,1,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
H0119341,3,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
H0119355,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
H0119385,6,3,2,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0
H0119489,2,3,8,2,1,1,1,1,1,1,1,0,1,1,0,1,1,1
H0119542,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
H0119579,3,1,8,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
H0119803,8,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
H0119833,1,8,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
H0119899,3,1,9,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0
H0119969,4,8,9,3,1,0,0,1,0,1,1,0,1,0,1,0,0,0
H0120219,3,8,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
H0120235,1,2,8,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1
H0120613,1,9,4,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0
H0120695,8,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0
H0120753,3,1,8,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1
H0120972,1,2,3,2,1,1,0,0,0,0,1,1,0,1,0,0,0,0
H0121006,3,8,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
H0121056,8,3,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
H0121440,2,8,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
H0121464,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0
H0121826,3,8,5,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0
H0121903,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0122152,8,10,2,5,1,1,1,1,0,1,1,0,1,1,1,1,1,1
H0122232,1,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0122289,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0122304,1,2,5,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0
H0122486,1,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
H0122793,3,2,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
H0122804,2,8,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
H0122889,1,3,2,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
H0123126,8,9,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
H0123210,3,9,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
H0123334,1,2,6,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0
H0123355,9,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
H0123418,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0123464,2,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
H0123518,3,2,6,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0
H0123520,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
H0123550,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
H0123577,8,9,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
H0123590,4,2,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
H0123647,1,8,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
H0123700,1,2,9,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
H0123989,1,6,3,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
H0124814,1,3,9,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
H0125075,11,5,2,5,0,0,0,1,0,0,0,0,1,1,1,0,0,1
H0125212,1,2,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
H0125414,2,3,10,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
H0125887,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
H0126430,1,4,9,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
H0126440,2,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
H0126574,1,2,6,3,0,1,0,1,0,0,1,1,0,0,1,1,0,0
H0126977,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
H0127003,1,5,4,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
H0127271,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H0127575,1,2,3,3,1,1,1,0,0,0,1,0,0,0,1,0,0,0
H0127980,8,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
H0128261,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
H0128366,1,3,6,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1
H0128386,2,8,7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1
H0128598,1,2,3,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1
H0129007,1,2,10,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
H0129019,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H0129125,3,2,8,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
